,TA2ID,English,3D,label,Def
3644,3555.0,Prepuce of clitoris,,,
3645,3556.0,Frenulum of clitoris,,,
3646,3558.0,Vestibule of vagina,,,
3647,3559.0,Vestibular fossa,,,
3648,3560.0,Bulb of vestibule,,, x
3649,3561.0,Commissure of bulbs of vestibule,,,
3650,3562.0,Vaginal orifice,,,
3651,3563.0,Greater vestibular gland,,,
3652,3564.0,Lesser vestibular glands,,,
3653,3565.0,Clitoris,,, x
3654,3566.0,Crus of clitoris,,, x
3655,3567.0,Body of clitoris,,,
3656,3568.0,Glans of clitoris,,,
3657,3569.0,Corpus cavernosum of clitoris,,, x
3658,3570.0,Septum of corpora cavernosa of clitoris,,,
3659,3571.0,Fascia of clitoris,,,
3660,3572.0,Suspensory ligament of clitoris,,, x
3661,3573.0,Fundiform ligament of clitoris,,,
3662,3574.0,Male genital system, x, x, x
3663,3575.0,Male internal genitalia, x, x, x
3664,3576.0,Testis, x,, x
3665,3577.0,Superior pole of testis, x, x, x
3666,3578.0,Inferior pole of testis, x, x, x
3667,3579.0,Scrotal ligament,,,
3668,3580.0,Lateral surface of testis, x, x, x
3669,3581.0,Medial surface of testis, x, x, x
3670,3582.0,Anterior border of testis, x, x, x
3671,3583.0,Posterior border of testis, x, x, x
3672,3584.0,Tunica vaginalis testis,,,
3673,3585.0,Serosa of tunica vaginalis testis,,,
3674,3586.0,Subserosa of tunica vaginalis testis,,,
3675,3587.0,Parietal layer of tunica vaginalis testis,,,
3676,3588.0,Cavity of tunica vaginalis testis,,,
3677,3589.0,Visceral layer of tunica vaginalis testis,,,
3678,3590.0,Superior ligament of epididymis,,, x
3679,3591.0,Inferior ligament of epididymis,,, x
3680,3592.0,Sinus of epididymis,,,
3681,3593.0,Tunica albuginea of testis,,, x
3682,3594.0,Vascular layer of testis,,,
3683,3595.0,Mediastinum of testis,,,
3684,3596.0,Septa testis,,,
3685,3597.0,Lobules of testis,,, x
3686,3598.0,Parenchyma of testis,,,
3687,3599.0,Convoluted seminiferous tubules,,,
3688,3600.0,Straight tubules,,,
3689,3601.0,Rete testis,,, x
3690,3602.0,Efferent ductules,,,
3691,3603.0,Epididymis, x,, x
3692,3604.0,Head of epididymis,,,
3693,3605.0,Lobules of epididymis,,,
3694,3606.0,Body of epididymis,,,
3695,3607.0,Tail of epididymis,,,
3696,3608.0,Duct of epididymis,,,
3697,3609.0,Aberrant ductules,,,
3698,3610.0,(Superior aberrant ductule),,,
3699,3611.0,(Inferior aberrant ductule),,,
3700,3612.0,Appendix of testis,,, x
3701,3613.0,(Appendix of epididymis),,,
3702,3614.0,(Paradidymis),,,
3703,3615.0,Spermatic cord,,, x
3704,3616.0,External spermatic fascia,,, x
3705,3618.0,Cremasteric fascia,,, x
3706,3619.0,Internal spermatic fascia,,, x
3707,3620.0,(Vestige of processus vaginalis),,,
3708,3621.0,Ductus deferens, x,, x
3709,3622.0,Scrotal part of ductus deferens,,,
3710,3623.0,Funicular part of ductus deferens,,,
3711,3624.0,Inguinal part of ductus deferens,,,
3712,3625.0,Pelvic part of ductus deferens,,,
3713,3626.0,Ampulla of ductus deferens,,,
3714,3627.0,Diverticula of ampulla of ductus deferentis,,,
3715,3628.0,Adventitia of ductus deferens,,,
3716,3629.0,Muscular layer of ductus deferens,,,
3717,3630.0,Mucosa of ductus deferens,,,
3718,3631.0,Seminal gland, x,, x
3719,3632.0,Adventitia of seminal gland,,,
3720,3633.0,Muscular layer of seminal gland,,,
3721,3634.0,Mucosa of seminal gland,,,
3722,3635.0,Excretory duct of seminal gland,,,
3723,3636.0,Ejaculatory duct, x,, x
3724,3637.0,Prostate, x,, x
3725,3638.0,Base of prostate,,,
3726,3639.0,Apex of prostate,,,
3727,3640.0,Anterior surface of prostate,,,
3728,3641.0,Posterior surface of prostate,,,
3729,3642.0,Lateral surface of prostate,,,
3730,3643.0,Posterolateral surface of prostate,,,
3731,3644.0,Lateral part of prostate,,,
3732,3645.0,(Middle lobe of prostate),,,
3733,3646.0,Glandular part of prostate,,,
3734,3647.0,Peri-urethral glandular zone of prostate,,,
3735,3648.0,Transitional zone of prostate,,,
3736,3649.0,Peripheral zone of prostate,,,
3737,3650.0,Anterior commissure of prostate,,,
3738,3651.0,Parenchyma of prostate,,,
3739,3652.0,Prostatic ducts,,, x
3740,3653.0,Fibromuscular tissue of prostate,,,
3741,3654.0,Capsule of prostate,,,
3742,3655.0,Fascia of prostate,,,
3743,3656.0,Prostatic neurovascular bundle,,,
3744,3657.0,Prostato-seminal fascia,,,
3745,3659.0,Bulbo-urethral gland,,,
3746,3660.0,Duct of bulbo-urethral gland,,,
3747,3661.0,Male external genitalia, x, x, x
3748,3662.0,Penis, x, x, x
3749,3663.0,Root of penis,,,
3750,3664.0,Body of penis,,,
3751,3665.0,Crus of penis,,,
3752,3666.0,Dorsum of penis,,,
3753,3667.0,Urethral surface,,,
3754,3668.0,Glans penis, x,, x
3755,3669.0,Corona of glans penis,,,
3756,3670.0,Septum of glans penis,,,
3757,3671.0,Neck of glans penis,,,
3758,3672.0,Sulcus of glans penis,,,
3759,3673.0,Preputial glands,,,
3760,3675.0,Prepuce of penis,,,
3761,3676.0,Frenulum of penis,,,
3762,3677.0,Raphe of penis,,,
3763,3678.0,Corpus cavernosum of penis, x,, x
3764,3679.0,Trabeculae of corpus cavernosum of penis,,,
3765,3680.0,Cavernous spaces of corpus cavernosum of penis,,,
3766,3681.0,Corpus spongiosum of penis, x,, x
3767,3683.0,Trabeculae of corpus spongiosum of penis,,,
3768,3684.0,Cavernous spaces of corpus spongiosum of penis,,,
3769,3685.0,Bulb of penis,,, x
3770,3686.0,Tunica albuginea of corpora cavernosa penis,,,
3771,3687.0,Tunica albuginea of corpus spongiosum penis,,,
3772,3688.0,Septum penis,,,
3773,3689.0,Fascia of penis,,,
3774,3690.0,Suspensory ligament of penis,,, x
3775,3691.0,Subcutaneous tissue of penis,,, x
3776,3692.0,Fundiform ligament of penis,,,
3777,3693.0,Scrotum,,, x
3778,3694.0,Raphe of scrotum,,,
3779,3695.0,Dartos fascia of scrotum,,,
3780,3696.0,Septum of scrotum,,,
3781,3697.0,Dartos muscle of scrotum,,,
3782,3698.0,Perineal raphe,,, x
3783,3699.0,Abdominopelvic cavity, x, x, x
3784,3702.0,Peritoneal cavity, x, x, x
3785,3703.0,Omental bursa,,,
3786,3704.0,Omental foramen,,, x
3787,3705.0,Vestibule of omental bursa,,,
3788,3706.0,Superior recess of omental bursa,,,
3789,3707.0,Inferior recess of omental bursa,,,
3790,3708.0,Splenic recess of omental bursa,,,
3791,3709.0,Abdominal recesses of peritoneal cavity,,,
3792,3710.0,Superior duodenal fossa,,,
3793,3711.0,Inferior duodenal fossa,,,
3794,3712.0,Paraduodenal recess,,,
3795,3713.0,Retroduodenal recess,,,
3796,3714.0,Intersigmoid recess,,,
3797,3715.0,Superior ileocaecal recess,,,
3798,3716.0,Inferior ileocaecal recess,,,
3799,3717.0,Retrocaecal recess,,,
3800,3718.0,Paracolic gutters,,, x
3801,3719.0,Subphrenic space,,,
3802,3720.0,Subhepatic space,,,
3803,3721.0,Hepatorenal recess,,, x
3804,3722.0,Pelvic recesses of peritoneal cavity,,,
3805,3723.0,Paravesical fossa,,, x
3806,3724.0,Vesico-uterine pouch,,,
3807,3725.0,Ovarian fossa,,, x
3808,3726.0,Recto-uterine pouch,,,
3809,3727.0,Recto-vesical pouch,,,
3810,3728.0,Pararectal fossa,,, x
3811,3729.0,Peritoneum, x, x, x
3812,3730.0,Serosa of peritoneum,,,
3813,3731.0,Subserosa of peritoneum,,,
3814,3732.0,Visceral peritoneum,,,
3815,3733.0,Mesenteric peritoneum,,,
3816,3734.0,Parietal peritoneum,,,
3817,3735.0,Diaphragmatic part of peritoneum,,,
3818,3736.0,Anterolateral part of peritoneum,,,
3819,3737.0,Posterior part of peritoneum,,,
3820,3738.0,Pelvic part of peritoneum,,,
3821,3739.0,Peritoneal structures, x, x, x
3822,3740.0,Mesentery,,,
3823,3741.0,Peritoneum of mesentery,,,
3824,3742.0,Lamina propria of mesentery,,,
3825,3743.0,Root of mesentery,,,
3826,3744.0,Mesocolon, x,, x
3827,3745.0,Transverse mesocolon,,,
3828,3746.0,(Ascending mesocolon),,,
3829,3747.0,(Descending mesocolon),,,
3830,3748.0,Sigmoid mesocolon,,,
3831,3749.0,Meso-appendix, x,, x
3832,3750.0,Lesser omentum, x,, x
3833,3751.0,Hepatophrenic ligament,,, x
3834,3752.0,Hepato-oesophageal ligament,,,
3835,3753.0,Hepatogastric ligament,,, x
3836,3754.0,Hepatoduodenal ligament,,, x
3837,3755.0,(Hepatocolic ligament),,,
3838,3756.0,Cystohepatic triangle,,, x
3839,3757.0,Greater omentum, x,, x
3840,3758.0,Omental apron,,,
3841,3759.0,Gastrophrenic ligament,,, x
3842,3760.0,Gastrosplenic ligament,,, x
3843,3761.0,Presplenic fold,,,
3844,3762.0,Gastrocolic ligament,,, x
3845,3763.0,(Gastro-omental fold),,,
3846,3764.0,Phrenicosplenic ligament,,,
3847,3765.0,Splenorenal ligament,,,
3848,3766.0,Pancreaticosplenic ligament,,,
3849,3767.0,Pancreaticocolic ligament,,,
3850,3768.0,Splenocolic ligament,,, x
3851,3769.0,Phrenicocolic ligament,,, x
3852,3770.0,Peritoneal ligaments of liver,,,
3853,3771.0,Falciform ligament,,, x
3854,3772.0,Coronary ligament,,, x
3855,3773.0,Anterior part of coronary ligament,,,
3856,3774.0,Posterior part of coronary ligament,,,
3857,3775.0,Right triangular ligament,,, x
3858,3776.0,Left triangular ligament,,, x
3859,3777.0,Hepatorenal ligament,,, x
3860,3778.0,Posterior parietal peritoneal structures,,,
3861,3779.0,Gastropancreatic fold,,,
3862,3780.0,Hepatopancreatic fold,,,
3863,3781.0,Suspensory muscle of duodenum,,, x
3864,3782.0,Phrenicocoeliac part of suspensory muscle of duodenum,,,
3865,3783.0,Coeliacoduodenal part of suspensory muscle of duodenum,,,
3866,3784.0,Duodenojejunal fold,,,
3867,3785.0,Duodenomesocolic fold,,,
3868,3786.0,Paraduodenal fold,,,
3869,3787.0,Vascular fold of caecum,,,
3870,3788.0,Ileocaecal fold,,,
3871,3789.0,Caecal folds,,,
3872,3790.0,Anterior parietal peritoneal structures,,,
3873,3791.0,Median umbilical fold,,,
3874,3792.0,Supravesical fossa,,, x
3875,3793.0,Medial umbilical fold,,,
3876,3794.0,Medial inguinal fossa,,, x
3877,3795.0,Inguinal triangle,,, x
3878,3796.0,Lateral umbilical fold,,, x
3879,3797.0,Lateral inguinal fossa,,, x
3880,3798.0,Pelvic peritoneal structures,,,
3881,3799.0,Transverse vesical fold,,,
3882,3800.0,Broad ligament of uterus,,,
3883,3801.0,Mesometrium,,, x
3884,3802.0,Mesosalpinx,,, x
3885,3803.0,Mesovarium,,, x
3886,3804.0,Pelvic lateral wall triangle,,,
3887,3805.0,Suspensory ligament of ovary,,, x
3888,3806.0,Recto-uterine fold,,,
3889,3807.0,Recto-vesical fold,,,
3890,3808.0,Visceral fasciae of abdominopelvic cavity, x, x, x
3891,3809.0,Abdominal visceral fasciae,,,
3892,3810.0,Fascia of abdominal organ,,,
3893,3811.0,Pelvic visceral fasciae,,,
3894,3812.0,Fascia of pelvic organ,,,
3895,3813.0,Extraperitoneal space,,, x
3896,3814.0,Retroperitoneal space,,, x
3897,3815.0,Pararenal fat body,,,
3898,3816.0,Perirenal fat capsule,,,
3899,3817.0,Retroperitoneal fasciae,,,
3900,3818.0,Lateroconal fascia,,,
3901,3819.0,Renal fascia,,, x
3902,3820.0,Anterior layer of renal fascia,,,
3903,3821.0,Posterior layer of renal fascia,,,
3904,3822.0,Retropubic space,,, x
3905,3823.0,Retro-inguinal space,,,
3906,3824.0,Infraperitoneal space,,,
3907,3825.0,Pelvic extraperitoneal fasciae,,,
3908,3826.0,Medial puboprostatic ligament,,,
3909,3827.0,Medial pubovesical ligament,,,
3910,3828.0,Lateral puboprostatic ligament,,,
3911,3829.0,Lateral pubovesical ligament,,,
3912,3830.0,Lateral ligament of bladder,,,
3913,3831.0,Rectoprostatic fascia,,, x
3914,3832.0,Rectovaginal fascia,,, x
3915,3833.0,Lateral ligament of rectum,,,
3916,3834.0,Proper ovarian ligament,,,
3917,3835.0,Round ligament of uterus,,, x
3918,3836.0,Parametrium,,, x
3919,3837.0,Paracervix,,,
3920,3838.0,Pubocervical ligament,,, x
3921,3839.0,Cardinal ligament,,, x
3922,3840.0,Uterosacral ligament,,, x
3923,3841.0,Smooth muscles of infraperitoneal space,,,
3924,3842.0,Pubovesicalis muscle,,,
3925,3843.0,Rectovesicalis muscle,,,
3926,3844.0,Uterosacralis muscle,,,
3927,3845.0,Vesicoprostaticus muscle,,,
3928,3846.0,Vesicovaginalis muscle,,,
3929,3847.0,Rectococcygeus muscle,,,
3930,3848.0,Recto-urethral muscles,,,
3931,3849.0,Rectoperinealis muscle,,,
3932,3850.0,Anoperinealis muscle,,,
3933,3851.0,Integrating system,,,
3934,3852.0,Endocrine glands, x, x, x
3935,3853.0,Hypophysis, x, x,
3936,3854.0,Pituitary gland,,,
3937,3855.0,Adenohypophysis, x,, x
3938,3856.0,Pars tubelaris of hypophysis, x, x, x
3939,3857.0,Pars distalis of hypophysis, x, x, x
3940,3858.0,Pars intermedia of hypophysis, x, x, x
3941,3859.0,Neurohypophysis, x,, x
3942,3860.0,Infundibular stalk, x, x,
3943,3861.0,Pars nervosa of hypophysis, x, x,
3944,3862.0,Pineal gland, x,, x
3945,3863.0,Thyroid gland, x,, x
3946,3864.0,Lobe of thyroid gland, x, x, x
3947,3865.0,Lobule of thyroid gland,,,
3948,3866.0,Isthmus of thyroid gland, x, x, x
3949,3867.0,(Pyramidal lobe), x, x, x
3950,3868.0,Fibrous capsule of thyroid gland,,,
3951,3869.0,(Accessory thyroid gland),,,
3952,3870.0,Parathyroid glands,, x,
3953,3871.0,Superior parathyroid gland, x,,
3954,3872.0,Inferior parathyroid gland, x,, x
3955,3873.0,Accessory parathyroid gland,,,
3956,3874.0,Suprarenal gland, x,, x
3957,3875.0,Anterior surface of suprarenal gland, x, x,
3958,3876.0,Posterior surface of suprarenal gland, x, x,
3959,3877.0,Renal surface of suprarenal gland, x, x,
3960,3878.0,Superior border of suprarenal gland, x, x,
3961,3879.0,Medial border of suprarenal gland, x, x,
3962,3880.0,Fibrous capsule of suprarenal gland,,,
3963,3881.0,Cortex of suprarenal gland,,,
3964,3882.0,Medulla of suprarenal gland,,,
3965,3883.0,Hilum of suprarenal gland, x, x,
3966,3884.0,(Accessory suprarenal gland),,,
3967,3885.0,Paraganglia,,,
3968,3886.0,Carotid body,,, x
3969,3887.0,Jugular body,,,
3970,3888.0,Aortopulmonary paraganglia,,,
3971,3889.0,Para-aortic paraganglia,,,
3972,3890.0,(Coccygeal body),,,
3973,3891.0,Cardiovascular system,,, x
3974,3892.0,Blood,,, x
3975,3893.0,Lymph,,, x
3976,3895.0,Vessels,,,
3977,3896.0,Arteries,,,
3978,3897.0,Nutrient artery,,, x
3979,3898.0,Branch of artery,,,
3980,3899.0,Communicating artery,,,
3981,3900.0,Arteriole,,, x
3982,3901.0,Capillary,,, x
3983,3902.0,Sinusoid,,,
3984,3903.0,Venule,,, x
3985,3904.0,Veins,,,
3986,3905.0,Vena comitans,,, x
3987,3906.0,Cutaneous vein,,,
3988,3907.0,Nutrient vein,,,
3989,3908.0,Perforating vein,,,
3990,3909.0,Deep vein,,,
3991,3910.0,Superficial vein,,, x
3992,3911.0,Sinus venosus,,, x
3993,3912.0,Anastomotic vessel,,,
3994,3913.0,Arteriolovenular anastomosis,,,
3995,3914.0,Collateral vessel,,,
3996,3915.0,Lymphatic vessel,,, x
3997,3916.0,Superficial lymphatic vessel,,,
3998,3917.0,Deep lymphatic vessel,,,
3999,3918.0,Lymphatic capillary,,,
4000,3919.0,Vessel,,, x
4001,3920.0,Tunica externa of vessel,,,
4002,3921.0,Tunica media of vessel,,,
4003,3922.0,Tunica intima of vessel,,,
4004,3923.0,Venous valve,,,
4005,3924.0,Lymphatic valve,,,
4006,3925.0,Vascular plexuses,,,
4007,3926.0,Venous plexus,,, x
4008,3927.0,Arterial plexus,,,
4009,3928.0,Rete mirabile,,, x
4010,3929.0,Articular vascular plexus,,,
4011,3930.0,Lymphatic plexus,,,
4012,3931.0,Lymphatic rete,,,
4013,3932.0,Heart,, x, x
4014,3933.0,Base of heart, x, x, x
4015,3934.0,Anterior surface of heart, x, x, x
4016,3935.0,Inferior surface of heart, x, x, x
4017,3936.0,Right surface of heart, x, x,
4018,3937.0,Left surface of heart, x, x,
4019,3938.0,Right border of heart, x, x, x
4020,3939.0,Inferior border of heart, x, x,
4021,3940.0,Left border of heart,,, x
4022,3941.0,Apex of heart, x, x,
4023,3942.0,Notch of cardiac apex, x, x, x
4024,3943.0,Anterior interventricular sulcus, x, x, x
4025,3944.0,Inferior interventricular sulcus, x, x,
4026,3945.0,Coronary sulcus, x, x, x
4027,3946.0,Sulcus terminalis of heart,,, x
4028,3947.0,Epicardium,,,
4029,3948.0,Serosa of epicaridum,,,
4030,3949.0,Subserosa of epicardium,,,
4031,3950.0,Myocardium,,,
4032,3951.0,Vortex of heart,,,
4033,3952.0,Conducting system of heart,,,
4034,3953.0,Sinu-atrial node,,,
4035,3954.0,Atrioventricular node,,, x
4036,3955.0,Atrioventricular bundle,,,
4037,3956.0,Right bundle branch,,,
4038,3957.0,Left bundle branch,,,
4039,3958.0,Left anterior branch of atrioventricular bundle,,,
4040,3959.0,Left intermediate branch of atrioventricular bundle,,,
4041,3960.0,Left posterior branch of atrioventricular bundle,,,
4042,3961.0,Subendocardial branches,,,
4043,3962.0,Endocardium,,, x
4044,3963.0,Cardiac septa,,,
4045,3964.0,Interatrial septum, x, x, x
4046,3965.0,Fossa ovalis of right atrium,,,
4047,3966.0,Limbus fossae ovalis,,,
4048,3967.0,(Foramen ovale of heart),,,
4049,3968.0,Valve of foramen ovale,,,
4050,3969.0,Atrioventricular septum,,, x
4051,3970.0,Interventricular septum,,, x
4052,3971.0,Muscular part of interventricular septum,,,
4053,3972.0,Membranous part of interventricular septum,,,
4054,3973.0,Valvular complex of heart, x, x, x
4055,3974.0,Fibrous skeleton of heart,,,
4056,3975.0,Right fibrous ring,,,
4057,3976.0,Left fibrous ring,,,
4058,3977.0,Left fibrous trigone,,,
4059,3978.0,Central fibrous body of heart,,,
4060,3979.0,Right fibrous trigone,,,
4061,3980.0,Inferior pyramidal space,,,
4062,3981.0,Tendon of inferior pyramidal space,,,
4063,3982.0,Right atrioventricular valve, x, x, x
4064,3983.0,Right atrioventricular orifice,,, x
4065,3984.0,Superior leaflet of right cuspid valve,,,
4066,3985.0,Inferior leaflet of right atrioventricular valve, x,,
4067,3986.0,Septal leaflet of right atrioventricular valve, x,,
4068,3987.0,Left atrioventricular valve, x, x,
4069,3988.0,Left atrioventricular orifice,,, x
4070,3989.0,Anterior leaflet of left atrioventricular valve,,,
4071,3990.0,Posterior leaflet of left atrioventricular valve, x,,
4072,3991.0,Commissural leaflets,,,
4073,3992.0,Root of aorta, x, x, x
4074,3993.0,Aortic valve, x, x, x
4075,3994.0,Aortic orifice,,, x
4076,3995.0,Right coronary leaflet, x,,
4077,3996.0,Left coronary leaflet, x,, x
4078,3997.0,Non-coronary leaflet, x,,
4079,3998.0,Nodules of semilunar leaflets of aortic valve,,,
4080,3999.0,Lunules of semilunar leaflets of aortic valve,,,
4081,4000.0,Commissures of semilunar leaflets of aortic valve,,,
4082,4001.0,Aortic sinuses,,,
4083,4002.0,Right coronary aortic sinus,,,
4084,4003.0,Left coronary aortic sinus,,,
4085,4004.0,Noncoronary aortic sinus,,,
4086,4005.0,Interleaflet triangles of aortic valve,,,
4087,4006.0,Supravalvular ridge of aorta,,,
4088,4007.0,Root of pulmonary trunk, x, x,
4089,4008.0,Pulmonary valve, x, x, x
4090,4009.0,Opening of pulmonary trunk,,,
4091,4010.0,Right semilunar leaflet of pulmonary valve, x,,
4092,4011.0,Left semilunar leaflet of pulmonary valve, x,,
4093,4012.0,Anterior semilunar leaflet of pulmonary valve, x,,
4094,4013.0,Nodules of semilunar leaflets of pulmonary valve,,,
4095,4014.0,Lunules of semilunar leaflets of pulmonary valve,,,
4096,4015.0,Commissures leaflets of pulmonary valve,,,
4097,4016.0,Sinuses of pulmonary trunk,,,
4098,4017.0,Right sinus of pulmonary trunk,,,
4099,4018.0,Left sinus of pulmonary trunk,,,
4100,4019.0,Anterior sinus of pulmonary trunk,,,
4101,4020.0,Interleaflet triangles of pulmonary trunk,,,
4102,4021.0,Supravalvular ridge of pulmonary trunk,,,
4103,4022.0,Right atrium, x,, x
4104,4023.0,Right auricle of heart,,,
4105,4024.0,Pectinate muscles of right atrium,,,
4106,4025.0,Crista terminalis,,, x
4107,4026.0,Smooth part of right atrium,,,
4108,4027.0,Sinus of venae cavae,,,
4109,4028.0,Opening of superior vena cava,,,
4110,4029.0,Opening of coronary sinus,,,
4111,4030.0,Valve of coronary sinus,,, x
4112,4031.0,Opening of inferior vena cava,,,
4113,4032.0,Valve of inferior vena cava,,, x
4114,4033.0,Body of right atrium,,,
4115,4034.0,Vestibule of right atrioventricular valve,,,
4116,4035.0,Triangle of atrioventricular node,,,
4117,4036.0,Openings of smallest cardiac veins,,,
4118,4037.0,Cavotricuspid isthmus,,,
4119,4038.0,Right ventricle, x,, x
4120,4039.0,Inlet of right ventricle,,,
4121,4040.0,Supraventricular crest,,,
4122,4041.0,Conus arteriosus,,,
4123,4042.0,Trabecular part of right ventricle,,,
4124,4043.0,Papillary muscles of right ventricle,,,
4125,4044.0,Anterior papillary muscle of right ventricle, x,,
4126,4045.0,Inferior papillary muscle of right ventricle, x,,
4127,4046.0,Septal papillary muscle of right ventricle, x,,
4128,4047.0,Chordae tendineae of right atrioventricular valve,,,
4129,4048.0,Chordae tendineae spuriae of right ventricle,,,
4130,4049.0,Trabeculae carneae of right ventricle,,,
4131,4050.0,Septomarginal trabecula,,,
4132,4051.0,Parietal limb of septomarginal trabecula,,,
4133,4052.0,Anterior limb of septomarginal trabecula,,,
4134,4053.0,Coarse apical trabeculations,,,
4135,4054.0,Left atrium, x,, x
4136,4055.0,Left auricle of heart,,,
4137,4056.0,Pectinate muscles of left atrium,,,
4138,4057.0,Smooth part of left atrium,,,
4139,4058.0,Sinus of pulmonary veins,,,
4140,4059.0,Openings of pulmonary veins,,,
4141,4060.0,Body of left atrium,,,
4142,4061.0,Vestibule of left atrioventricular valve,,,
4143,4062.0,Left ventricle, x,, x
4144,4063.0,Inlet of left ventricle,,,
4145,4064.0,Aortic vestibule,,,
4146,4065.0,Trabecular part of left ventricle,,,
4147,4066.0,Papillary muscles of left ventricle,,,
4148,4067.0,Superior papillary muscle of left ventricle,,,
4149,4068.0,Inferior papillary muscle of left ventricle, x,,
4150,4069.0,Chordae tendineae of left atrioventricular valve,,,
4151,4070.0,Chordae tendineae spuriae of left ventricle,,,
4152,4071.0,Trabeculae carneae of left ventricle,,,
4153,4072.0,Fine apical trabeculations,,,
4154,4073.0,Pulmonary vessels,,, x
4155,4074.0,Pulmonary arteries, x, x, x
4156,4075.0,Pulmonary trunk, x,, x
4157,4076.0,Bifurcation of pulmonary trunk, x,, x
4158,4077.0,Right pulmonary artery, x,, x
4159,4078.0,Superior lobar artery of right lung, x,,
4160,4079.0,Apical segmental artery of right lung, x,,
4161,4080.0,Anterior segmental artery of right lung, x,,
4162,4081.0,Posterior segmental artery of right lung, x,,
4163,4082.0,Middle lobar artery of right lung, x,,
4164,4083.0,Medial segmental artery of right lung, x,,
4165,4084.0,Lateral segmental artery of right lung, x,,
4166,4085.0,Inferior lobar artery of right lung, x,,
4167,4086.0,Superior segmental artery of right lung, x,,
4168,4087.0,Anterior basal segmental artery of right lung, x,,
4169,4088.0,Lateral basal segmental artery of right lung, x,,
4170,4089.0,Medial basal segmental artery of right lung, x,,
4171,4090.0,Posterior basal segmental artery of right lung, x,,
4172,4091.0,Left pulmonary artery, x,, x
4173,4092.0,Ligamentum arteriosum,,, x
4174,4093.0,(Ductus arteriosus),,,
4175,4094.0,Superior lobar artery of left lung, x, x,
4176,4095.0,Apical segmental artery of left lung, x,,
4177,4096.0,Anterior segmental artery of left lung, x,,
4178,4097.0,Posterior segmental artery of left lung, x,,
4179,4098.0,Lingular artery of left lung,,,
4180,4099.0,Inferior lingular artery of left lung, x,,
4181,4100.0,Superior lingular artery of left lung, x,,
4182,4101.0,Inferior lobar artery of left lung, x, x,
4183,4102.0,Superior segmental artery of left lung, x,,
4184,4103.0,Anterior basal segmental artery of left lung, x,,
4185,4104.0,Lateral basal segmental artery of left lung, x,,
4186,4105.0,Medial basal segmental artery of left lung, x,,
4187,4106.0,Posterior basal segmental artery of left lung, x,,
4188,4107.0,Pulmonary veins, x, x, x
4189,4108.0,Right superior pulmonary vein, x,,
4190,4109.0,Apical vein of right lung, x,,
4191,4110.0,Anterior vein of right lung, x,,
4192,4111.0,Posterior vein of right lung, x,,
4193,4112.0,Middle lobar vein of right lung,,,
4194,4113.0,Lateral vein of right lung, x,,
4195,4114.0,Medial vein of right lung, x,,
4196,4115.0,Right inferior pulmonary vein, x,,
4197,4116.0,Superior vein of right lung, x,,
4198,4117.0,Superior basal vein of right lung, x,,
4199,4118.0,Inferior basal vein of right lung, x,,
4200,4119.0,Left superior pulmonary vein, x,,
4201,4120.0,Apicoposterior vein of left lung, x,,
4202,4121.0,Anterior vein of left lung, x,,
4203,4122.0,Lingular vein of left lung, x,,
4204,4123.0,Superior lingular vein of left lung, x,,
4205,4124.0,Inferior lingular vein of left lung, x,,
4206,4125.0,Left inferior pulmonary vein, x,,
4207,4126.0,Superior vein of left lung, x,,
4208,4127.0,Superior basal vein of left lung, x,,
4209,4128.0,Inferior basal vein of left lung, x,,
4210,4129.0,Cardiac vessels,,, x
4211,4130.0,Arteries of heart, x, x,
4212,4131.0,Right coronary artery, x,, x
4213,4132.0,Conal branch of right coronary artery,,,
4214,4133.0,Sinu-atrial nodal branch of right coronary artery,,,
4215,4134.0,Atrial branches of right coronary artery,,,
4216,4135.0,Intermediate atrial branch of right coronary artery,,,
4217,4136.0,Anterior ventricular branches of right coronary artery,,,
4218,4137.0,Right marginal branch of right coronary artery,,,
4219,4138.0,Inferior interventricular artery,,,
4220,,Interventricular branch of right coronary artery,,,
4221,4139.0,Septal branches of inferior interventricular artery,,,
4222,4140.0,Atrioventricular nodal branch of right coronary artery,,,
4223,4141.0,Right inferolateral branch of right coronary artery, x,,
4224,4142.0,Left coronary artery, x,, x
4225,4143.0,Anterior interventricular artery, x,,
4226,4144.0,Conal branch of anterior interventricular artery,,,
4227,4145.0,Anterior ventricular branches of anterior interventricular artery,,,
4228,4146.0,Diagonal branch of anterior interventricular artery,,,
4229,4147.0,Septal branches of anterior interventricular artery, x,,
4230,4148.0,Circumflex artery of heart, x,, x
4231,4149.0,Atrial branches of circumflex artery of heart,,,
4232,4150.0,Atrial anastomotic branch of circumflex artery of heart,,,
4233,4151.0,Intermediate atrial branch of circumflex artery of heart,,,
4234,4152.0,Left marginal branch of circumflex artery of heart,,,
4235,4153.0,Inferior left ventricular branch of circumf. artery of heart,,,
4236,4154.0,(Sinu-atrial nodal branch of circumflex artery of heart),,,
4237,4155.0,(Atrioventricular nodal branch of circumflex artery of heart),,,
4238,4156.0,(Inf. intervent. branch of circumf. art. of heart),,,
4239,4157.0,Cardiac veins, x, x, x
4240,4158.0,Coronary sinus, x,, x
4241,4159.0,Great cardiac vein, x,, x
4242,4160.0,Anterior interventricular vein,,,
4243,4161.0,Left marginal vein of heart,,,
4244,4162.0,Inferior vein of left ventricle, x,,
4245,4163.0,Oblique vein of left atrium,,, x
